date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:36:55	51799/51799	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Sep%202018%2015:39:28%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/3118818355b9bd63082abd4.14263200.png	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/3118818355b9bd63082abd4.14263200.png	(from https://www.projetgalilee.tg/)
15:36:56	27975/27975	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Sep%202018%2015:40:47%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/15759296015b9bd67ef2c934.86346943.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/15759296015b9bd67ef2c934.86346943.jpg	(from https://www.projetgalilee.tg/)
15:36:56	30739/30739	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Sep%202018%2015:46:38%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/21345691365b9bd7dee84e88.45250432.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/21345691365b9bd7dee84e88.45250432.jpg	(from https://www.projetgalilee.tg/)
15:36:56	26044/26044	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Sep%202018%2015:47:51%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/6534942075b9bd8275cb1f5.25086886.jpeg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/6534942075b9bd8275cb1f5.25086886.jpg	(from https://www.projetgalilee.tg/)
15:36:56	647712/647712	---M--	200	added ('OK')	application/pdf	date:Fri,%2014%20Sep%202018%2015:52:27%20GMT	https://www.projetgalilee.tg/upload/DECOUVRONS_APPLICATION_ECOBANK_MOBILE.pdf	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/DECOUVRONS_APPLICATION_ECOBANK_MOBILE.pdf	(from https://www.projetgalilee.tg/)
15:36:56	72933/72933	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Jul%202018%2010:11:14%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/orabank_logo_1.jpg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/orabank_logo_1.jpg	(from https://www.projetgalilee.tg/)
15:36:57	48140/48140	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:28%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/6490909935993419d9b4b44.12747403.jpg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/6490909935993419d9b4b44.12747403.jpg	(from https://www.projetgalilee.tg/)
15:36:57	40495/40495	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:28%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/112672139359934254668110.38390097.jpg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/112672139359934254668110.38390097.jpg	(from https://www.projetgalilee.tg/)
15:36:57	22594/22594	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2012:35:30%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/laposte2.jpg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/laposte2.jpg	(from https://www.projetgalilee.tg/)
15:36:57	24141/24141	---M--	200	added ('OK')	image/jpeg	date:Sun,%2029%20Jul%202018%2008:17:39%20GMT	https://www.projetgalilee.tg/upload/chargement/article/illust/unionEuropeen.jpg	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/upload/chargement/article/illust/unionEuropeen.jpg	(from https://www.projetgalilee.tg/)
15:36:57	23703/23703	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2015:36:57%20GMT	https://www.projetgalilee.tg/workspace/compte/etudiant/condition	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/workspace/compte/etudiant/condition.html	(from https://www.projetgalilee.tg/)
15:36:58	6976/6976	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Feb%202019%2013:35:06%20GMT	https://www.projetgalilee.tg/images/read-symbol-of-a-student-reading.png	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/images/read-symbol-of-a-student-reading.png	(from https://www.projetgalilee.tg/)
15:36:58	19615/19615	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2015:36:58%20GMT	https://www.projetgalilee.tg/workspace/compte/enseignant/condition	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/workspace/compte/enseignant/condition.html	(from https://www.projetgalilee.tg/)
15:36:58	32764/32764	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Feb%202019%2013:35:02%20GMT	https://www.projetgalilee.tg/images/enseignant.png	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/images/enseignant.png	(from https://www.projetgalilee.tg/)
15:36:59	19544/19544	---MC-	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2015:36:59%20GMT	https://www.projetgalilee.tg/workspace/compte/institut/condition	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/workspace/compte/institut/condition.html	(from https://www.projetgalilee.tg/)
15:36:59	6217/6217	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Feb%202019%2013:35:00%20GMT	https://www.projetgalilee.tg/images/institution.png	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/images/institution.png	(from https://www.projetgalilee.tg/)
15:37:00	84244/84244	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:12%20GMT	https://www.projetgalilee.tg/js/jquery-2.1.1.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/js/jquery-2.1.1.js	(from https://www.projetgalilee.tg/)
15:37:00	35601/35601	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/bootstrap.min.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/bootstrap.min.js	(from https://www.projetgalilee.tg/)
15:37:00	7082/7082	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/wow.min.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/wow.min.js	(from https://www.projetgalilee.tg/)
15:37:00	7791/7791	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/jquery.superslides.min.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/jquery.superslides.min.js	(from https://www.projetgalilee.tg/)
15:37:01	32049/32049	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jul%202018%2019:40:10%20GMT	https://www.projetgalilee.tg/galileesite/js/slick.min.js	G:/Owns/1Httrack/galilee/www.projetgalilee.tg/galileesite/js/slick.min.js	(from https://www.projetgalilee.tg/)
